본문,label
결국 커브플래트닝 시도가 이어질 것으로 전망된다미경제지표 둔화는 일시적인 요인 국내 통화정책에 미치는 영향은 제한 적금리인상 기대 이어진다면 커브 플래트닝 지속될 것으로 전망,1
외국인 투자규제설로 인해 금리상승폭은 확대되었다.현재 시장여건상 기준금리 인상해도 시장에 주는 충격은 크지 않을 것으로 보임에 따라 기준금리 인상가능성은 높아지고 있다.스왑베이시스 확대에 따른 외국인 현물매수/선물매도의 패턴은 스왑베이시스가 축소된다면 약화될 가능성 높아 그리고 정부의 외국인 규제 현실화 된다면 향후 이전과 같은 외국인 수급상황은 기대할 수 없을 것으로 보인다.,1
베이시스 확대시 장기채권 매수 후 축소되면 강도가 약해지는 패턴.,1
외국인 수급 영향이 이제 마무리단계에 접어든 만큼 금리하락 룸은 크지 않은 것으로 판단된다.,0
외국인의 우호적인 수급은 금리 상승을 억제하며 수익률곡선은 플래트닝이 진행되고 있다.그러나 외국인 수급은 일시적 요인 이다.,0
美채권시장에는 호재로 작용할 수 있으나 국내 채권시장에는 금리 상승 요인으로 작용할 것이다.,1
"마땅한 모멘텀 부재 속에 레인지 거래 이어질 것전일 채권시장은 포르투갈 신용등급 강등의 영향으로 금리가 하락 출발 했으나, 외국인 국채 선물 매도 지속되며 국고채 금리 상승 반전해 소폭 상승 마감.",1
4Q10 Review: 일회성 비용 제거시 오히려 예상치 초과하는 준수한 실적전일 채권시장은 장기물 위주 매수세 유입되며 금리 하락.,0
"다음 주 예정된 7월 금통위 보다 8월 금통위에서의 금리 인상설에 힘이 실리고는 있지만, 단기물 쪽은 다소 조심하는 분위기밤사이, 무디스는 포르투갈의 국가신용등급을 Baa1에서 Ba2로 네 단계 강등했음.",1
자금수급의 개선 지켜보자美국채금리 상승과 산업생산지수의 호조 등으로 약세를 지속하던 채권시장은 장막판 대기매수세 유입으로 인해 보합세로 마감하였다.美국채금리가 표면상 그리스문제가 해결의 실마리를 보이면서 상승세를 이어가고 있으나 최근 국채입찰의 강도가 약해지고 있다.,1
전일에도 CRS금리가 하락하며 전저점을 하회하였다.,0
"만약 외화자금사정이 추가로 악화된다면 외국인, 외은쪽 포지션의 청산 가능성도 존재하며 이는 금리상승 압력으로 작용할 것이다.그리스 사태는 이제 채권시장에는 더 이상 호재로 작용하지 못할 것이다.",1
"하나는 CRS rate 하락에 대한 대응으로 IRS receive 가 강했고, 이는 채권 현선물 숏커버성 매수를 야기시킴.",0
즉 환율이 안정적이라는 것은 CRS시장의 움직임과 달리 실질적인 자금 여건은 양호하다는 것으로 해석될 수 있음.그리스 자금 지원 가능성이 높아진 점도 국내시장에서의 유동성 유출에 대한 우려를 완화시켰을 것임.,0
"저가 매수세로 금리 추가 상승 제한될 가능성 있으나, 포지션 관련 움직임 유의해야기준금리 인상으로 국고3년 수익률은 3.6%대로 상승.",1
새로운 레벨대에서 저가매수세 유입될 가능성 높아 단기간 내에 금리 추가 상승은 제한될 듯이번 주 물가 등 경기지표 발표되면서 미 국채수익률도 안정될 것으로 기대.,0
하반기에는 돈의 흐름이 중요한 팩터인플레이션 우려와 기준금리 인상이 있었지만 상반기 채권시장은 강세를 지속하고있음.,1
유동성이 이미 충분하게 공급되어 있기 때문에 신용위험에 대한 충격이 완화될 것임.,0
유로지역의 재정문제가 아직 해결의 실마리를 찾아가지 못하고 있고 대내적으로 저축은행 사태가 아직 남아 있기 때문에 금리 인상 템포를 늦춘 것으로 판단된다.,0
따라서 6월 금리 인상을 현재로서 장담할 수도 없을 것이다.금리 동결로 인해 단기구간의 경우 매수를 미뤄오던 기관들의 숏커버성 매수로 인해 1년물 내외의 수급이 호전되었다.,1
장기물 보다는 단기물 선호하는 양상을 보이며 커브 포지션 변화에 따른 금리등락이 이루어질 것으로 예상된다.단기구간 금리 하락룸이 형성되었다고는 하나 추가 금리 인상 가능성은 열어두어야 할 것이다.,1
"반면, 국내시장의 경우 단기 금리가 막혀 있어 대외에서 나타나고 있는 저금리 기대 강화가 크게 나타나고 있지는 않은 듯.미 국채수익률은 3.22%선을 회복한다면 금리 하락강도 약해질 듯.",1
일단 확인하고 가자전일 금리 하락은 연이은 금리 상승으로 인한 기술적 반락으로 여겨진다.,0
"단기금리 하락룸이 형성되거나 아니면 장기물 매수세가 강해지면서 커브가 눌리는 방향으로 강세가 진행되어야 하나, 전자는 단기물 수급 여력과 기준금리 인상 여지있어 가능성 낮아.?",1
"3월과 달리 ALM 관련 수요 약화될 것으로 보이며, 하반기 금리 상승전망이 가세한다면 장기물 수요가 안정적으로 유지될 가능성은 낮다는 판단.다음주 FOMC회의 앞두고 외국인 동향도 변수.",1
최근 CRS 금리 하락 등을 감안해 리스크 관리에 주안을 둔 대응.,0
국고3년 금리 3.6%대 안착을 위해서는 단기금리 하락룸이 형성되어야 할 것으로 보이지만 당장 통화정책 변화 등의 가시적인 변화 가능성은 낮아.FOMC 앞둔 가운데 장세를 변화시킬 유인이 있을지 변수.,0
FOMC전후로 10년물 국채수익률 3.4% 하향 가능성과 Libor 금리가 상승반전 여부가 통화정책 변화 가능성을 알려주는 변수가 될 것임.즉 Libor 금리 반전 여부에 따라 국내 채권시장도 구조적인 변화가 진행될 것임.,1
"4Q10 Review: 일회성 비용 제거시 오히려 예상치 초과하는 준수한 실적전일 채권 시장은 장 후반 들어 외국인과 은행권 선물 매도 등으로 약세 마감해 이평선 사이에 갇히는 레인지 장세가 지속되었음.특별한 모멘텀을 제공하지 못했던 금통위 이후 마땅한 재료 찾기 힘들어, 장기 금리 상승 기대와 대기 매세수에 의한 횡보 장세 이어갈 듯해양부문 수주모멘텀 지속.",1
"단기금리 하락 막히면서 3년물 3.5%대 진입시도 어려워진 측면 있고, 대외금리 스티프닝 양상 보이고 있는 점도 다소 부담.",1
"금리동결을 예상하더라도 기준금리 대비 스프레드에 대한 부담 지속될 듯.단기금리 동향에 따른 대응 필요하나, 단기금리가 하락할 가능성은 낮아 보여강세 진행 위해서는 1년 내외 단기 금리 하락이 선행되어야 하는데, 채권형으로의 자금 이동 가능성은 아직 불확실.",1
금리 레벨에 대한 부담감은 존재하지만 금리 상승 시 대기 매수세가 유입되었다.,1
국고채 입찰도 405.6%의 응찰율을 보였다.금리 하락 부담스럽긴 하다풍부한 유동성이 금리 상승을 막고있다.,0
반면 추가적으로 금리가 하락하기에 모멘텀은 부족하다.,1
3월 소비자물가 상승은 예상치를 하회한 것이지 현재 인플레이션에 대한 위험이 낮아진 것은 아니다.단기물 금리가 하방경직적인 모습을 보이고 있는데 해당 구간의 금리 하락이 이루어지지 않는다면 국고채 3년물은 3.6%가 저항대로 작용할 것이다.,1
"월말 경제지표에 대한 부담이 다소 존재하였으나, 산업생산 지표가 부진하였고 특히 물가상승률이 예상치를 하회하면서 채권 금리는 하락하였다.",0
이제는 자금 이동 본격화되면서 단기물 강세와 지표금리 하락룸 형성될지에 관심이 집중된다.대외금리 변동성 축소로 국내 금리도 크게 움직일 유인은 없는 상황이다.,0
다만 금주 ECB의 정책금리 인상이 예상되는데 이것이 인플레이션에 대한 우려로 전이된다면 장기물의 변동성은 다시 확대될 가능성도 존재한다.변동성 확대 유인이 없다면 관심 구간은 만기 2년 내외물이 될 것이다.,1
장기금리 하락으로 이평선과의 이격도가 확대되어 기술적 부담이 커진 상황에서 지난 주 후반 급격하게 되돌림 나타나 장기금리 상승.,1
"미 국채시장도 지진 여파로 인한 금리 하락이 있었으나, 장단기 스프레드가 본격적으로 축소되었다고 보기 힘들어 금리 하락 기대가 컸었다고 보는 것도 다소 무리.",0
따라서 상반기 기준금리를 추가 인상할 가능성은 좀 더 낮아졌다고 평가 할 수 있다.최근 급하게 하락한 장기물 금리의 경우 기술적인 부담이 존재한다.,0
두 요인 모두 단기적으로 호재는 될 수 있으나 장기적으로 금리 상승 위험으로 전활 될 수 있다.금일 채권시장은 전일 미 국채 금리하락에 영향을 받으며 중장기구간 위주로 강세를 보일 것으로 전망된다.,0
레벌에 대한 부담은 존재하지만 5년물 금리가 급하게 하락하면서 시장 강세가 이어졌다.제한적 강세전일 FOMC는 기존의 정책기조를 유지하였다.,0
美국채금리도 안전자산 선호로 장기 구간 중심으로 하락하고 단기구간은 통화정책에 영향을 받아 상승하였다.,1
중장기구간의 금리 하락에도 단기구간의 금리는 정체되어 있는 상황이기 때문에 추가적인 금리 하락은 쉽지 않을 것이다.,1
이에 따라 숏커버 강도 강해졌던 것으로 추정된다.금리 상승 기대 보다는 캐리기술적으로 미 국채 10년물 60일선 하향 안정화 시도 중 이다.,0
최근 금리 하락에도 단기구간의 금리하락은 제한되었다.,0
금리 하락세 지속되려면 안정적인 캐리수요 확인이 선행되어야?,0
기준금리 인상은 대기매수세를 촉발시키면서 시중금리는 큰 폭으로 하락.,0
지표 3년물 금리가 3.7%대에 진입한 반면 CD 금리는 3.39%로 상승하면서 장기금리는 단기물에 대비해 부담스운 영역에 진입함.,1
외국인 매수세와 국채선물 만기 요인에 따라 2년 내외 구간 수익률은 하락 요인이 있어 장단기 금리 스프레드가 안정적으로 축소되기도 어려울 것임.?,0
"국내도 부동산, 저축은행 이슈가 도사리고 있어 시중금리의 상승 속도를 조절해야 할 필요성 있어.",0
3월 금리인상이 단행되더라도 본격적인 유동성 긴축 사인으로 볼 수 없다.,0
포지션이 숏쪽으로 기울어져 있어 대외금리 동향에 따라 금리 하락에 대한 리스크도 고려해야 할 금리대에 있는 것으로 판단됨.,0
2월 소비자물가 영향력 제한적 평가전일 발표된 2월 소비자 물가는 전년 동월 대비 4.5% 상승하는 등 금리 상승 유발.,1
"왜 2,3년 구간의 금리 변동성이 커졌는지가 중요한 포인트, 1월 기준금리 인상과 역외투자자의 국채 투자 위축으로 국채수익률이 상승했습니다.",1
국고3년 금리가 4%대에 올라서면서 저가매수세가 유입되고 있지만 한편으로 긴축에 따른 금리 상승에 대한 우려도 남아있습니다.향후 균형 잡힌 시장 대응을 위해서는 2년 내외 금리가 왜 변동성이 확대되었지에 대한 이해가 중요할 것입니다.,1
2년물 통안 매수세 눈에띄는 가운데 장기쪽보다는 단기물 투자의견 유지한다.1년 이내 금리 하락세가 미약한 점은 커브 스티프닝 속도를 정체시키고 있는 상황이다.,1
"커브의 본격 전환 진행된다면 커브포지션과 매도헤저들의 숏커버로 인해 2,3년 금리 하락 속도 빨라질 것으로 전망된다.그러나 아직 기준금리 정상화 차원의 금통위의 기준금리 인상은 진행 중 이다.",1
현재 3월 내지 4월 금리 인상 가능성이 높을 것으로 예상된다.,1
